"Date","Price","Open","High","Low","Change %"
"Apr 23, 2019","141.320","140.970","141.715","140.950","0.00%"
"Apr 22, 2019","141.320","141.675","141.680","140.970","-0.02%"
"Apr 21, 2019","141.350","141.675","141.675","141.675","-0.23%"
"Apr 20, 2019","141.675","141.675","141.675","141.675","0.23%"
"Apr 19, 2019","141.350","140.950","141.680","140.950","0.02%"
"Apr 18, 2019","141.320","141.660","141.715","140.950","0.00%"
"Apr 17, 2019","141.320","141.050","141.690","140.825","0.00%"
"Apr 16, 2019","141.320","141.350","141.700","140.780","0.00%"
"Apr 15, 2019","141.320","141.675","141.985","140.950","-0.13%"
"Apr 13, 2019","141.500","141.500","141.500","141.500","0.00%"
"Apr 12, 2019","141.500","141.370","142.160","141.370","-0.11%"
"Apr 11, 2019","141.650","141.270","141.650","141.270","0.02%"
"Apr 10, 2019","141.625","141.175","141.675","141.175","0.00%"
"Apr 09, 2019","141.625","141.575","141.725","139.625","0.02%"
"Apr 08, 2019","141.600","141.000","141.700","139.300","0.11%"
"Apr 06, 2019","141.450","141.450","141.450","141.450","0.00%"
"Apr 05, 2019","141.450","141.550","141.830","139.800","-0.09%"
"Apr 04, 2019","141.575","140.575","141.825","139.675","-0.05%"
"Apr 03, 2019","141.650","140.250","141.800","139.600","0.96%"
"Apr 02, 2019","140.300","141.100","141.450","139.650","-0.39%"
"Apr 01, 2019","140.850","140.750","141.040","138.550","0.04%"
"Mar 30, 2019","140.800","140.800","140.800","140.800","0.00%"
"Mar 29, 2019","140.800","139.300","140.900","139.300","0.16%"
"Mar 28, 2019","140.575","139.375","140.625","139.085","0.00%"
"Mar 27, 2019","140.575","139.375","140.625","139.375","-0.02%"
"Mar 26, 2019","140.600","140.600","140.630","139.300","0.00%"
"Mar 25, 2019","140.600","139.300","140.650","139.100","0.70%"
"Mar 23, 2019","139.625","139.625","139.625","139.625","-0.45%"
"Mar 22, 2019","140.250","139.050","140.900","139.050","0.05%"
"Mar 21, 2019","140.175","138.925","140.455","138.825","0.03%"
"Mar 20, 2019","140.135","140.065","140.815","138.865","0.02%"
"Mar 19, 2019","140.100","138.900","140.810","138.900","0.02%"
"Mar 18, 2019","140.075","139.225","140.815","138.925","0.16%"
"Mar 16, 2019","139.850","139.850","139.850","139.850","0.00%"
"Mar 15, 2019","139.850","138.850","140.350","138.850","0.00%"
"Mar 14, 2019","139.850","138.630","140.810","138.630","-0.02%"
"Mar 13, 2019","139.875","138.425","139.955","138.425","0.00%"
"Mar 12, 2019","139.875","138.425","139.925","138.425","0.10%"
"Mar 11, 2019","139.735","139.015","139.865","138.365","-0.01%"
"Mar 09, 2019","139.750","139.750","139.750","139.750","0.00%"
"Mar 08, 2019","139.750","139.900","140.510","138.450","-0.05%"
"Mar 07, 2019","139.825","139.775","139.835","138.395","0.02%"
"Mar 06, 2019","139.800","139.800","139.800","138.420","0.00%"
"Mar 05, 2019","139.800","139.720","140.830","138.400","0.03%"
"Mar 04, 2019","139.760","138.890","140.140","138.490","0.82%"
"Mar 02, 2019","138.625","138.625","138.625","138.625","0.00%"
"Mar 01, 2019","138.625","139.055","139.375","137.485","-0.87%"
"Feb 28, 2019","139.840","139.810","140.160","138.310","0.01%"
"Feb 27, 2019","139.825","139.825","140.325","138.925","0.81%"
"Feb 26, 2019","138.700","139.000","139.400","137.750","-0.77%"
"Feb 25, 2019","139.775","139.675","140.025","136.675","0.04%"
"Feb 23, 2019","139.725","139.725","139.725","139.725","0.00%"
"Feb 22, 2019","139.725","139.875","140.815","138.405","-0.05%"
"Feb 21, 2019","139.800","140.000","140.820","138.350","-0.07%"
"Feb 20, 2019","139.900","139.850","140.020","138.350","0.02%"
"Feb 19, 2019","139.875","139.425","140.025","138.525","0.16%"
"Feb 18, 2019","139.650","140.150","140.150","138.550","0.49%"
"Feb 16, 2019","138.975","138.975","138.975","138.975","-0.66%"
"Feb 15, 2019","139.900","139.900","139.980","138.400","0.65%"
"Feb 14, 2019","139.000","139.550","139.550","138.150","-0.64%"
"Feb 13, 2019","139.900","139.700","139.950","138.500","0.07%"
"Feb 12, 2019","139.800","139.800","140.080","138.600","0.00%"
"Feb 11, 2019","139.800","139.400","140.100","138.580","0.14%"
"Feb 09, 2019","139.600","139.600","139.600","139.600","0.00%"
"Feb 08, 2019","139.600","139.550","140.000","138.230","0.02%"
"Feb 07, 2019","139.575","139.525","139.625","138.205","0.02%"
"Feb 06, 2019","139.550","139.650","139.650","138.230","-0.04%"
"Feb 05, 2019","139.600","139.600","140.020","138.810","0.00%"
"Feb 04, 2019","139.600","139.450","140.020","138.290","0.05%"
"Feb 02, 2019","139.525","139.525","139.525","139.525","0.00%"
"Feb 01, 2019","139.525","139.075","139.685","138.255","0.16%"
"Jan 31, 2019","139.300","140.170","140.530","138.300","-0.31%"
"Jan 30, 2019","139.735","139.865","140.095","138.335","-0.05%"
"Jan 29, 2019","139.800","139.800","139.900","138.270","0.00%"
"Jan 28, 2019","139.800","139.950","140.070","138.400","-0.05%"
"Jan 26, 2019","139.875","139.875","139.875","139.875","0.00%"
"Jan 25, 2019","139.875","139.875","139.955","138.225","0.00%"
"Jan 24, 2019","139.875","139.875","139.995","138.425","0.00%"
"Jan 23, 2019","139.875","139.875","140.245","138.455","0.00%"
"Jan 22, 2019","139.875","139.825","140.365","138.515","0.02%"
"Jan 21, 2019","139.850","139.130","139.980","138.410","-0.02%"
"Jan 19, 2019","139.880","139.880","139.880","139.880","0.00%"
"Jan 18, 2019","139.880","139.880","139.970","138.350","0.00%"
"Jan 17, 2019","139.880","139.890","139.990","135.440","-0.00%"
"Jan 16, 2019","139.885","139.885","139.965","138.425","0.00%"
"Jan 15, 2019","139.885","139.845","140.915","138.445","0.01%"
"Jan 14, 2019","139.865","139.885","139.985","138.385","-0.01%"
"Jan 12, 2019","139.875","139.875","139.875","139.875","0.00%"
"Jan 11, 2019","139.875","139.875","140.235","138.275","0.00%"
"Jan 10, 2019","139.875","139.875","140.925","138.325","0.00%"
"Jan 09, 2019","139.875","139.875","139.975","138.355","0.00%"
"Jan 08, 2019","139.875","139.825","139.975","138.365","0.02%"
"Jan 07, 2019","139.850","139.850","140.000","138.400","0.00%"
"Jan 05, 2019","139.850","139.850","139.850","139.850","0.00%"
"Jan 04, 2019","139.850","139.850","140.000","135.370","0.00%"
"Jan 03, 2019","139.850","139.850","140.040","138.350","0.00%"
"Jan 02, 2019","139.850","139.750","140.050","138.300","0.04%"
"Jan 01, 2019","139.800","139.800","139.800","139.800","0.00%"
"Dec 31, 2018","139.800","140.000","140.000","138.250","-0.07%"
"Dec 29, 2018","139.900","139.900","139.900","139.900","0.00%"
"Dec 28, 2018","139.900","139.800","139.960","138.050","0.04%"
"Dec 27, 2018","139.850","139.850","140.090","138.350","0.00%"
"Dec 26, 2018","139.850","139.900","139.970","139.210","-0.02%"
"Dec 25, 2018","139.875","139.875","139.875","139.875","0.00%"
"Dec 24, 2018","139.875","139.175","139.875","138.325","0.59%"
"Dec 22, 2018","139.050","139.050","139.050","139.050","-0.54%"
"Dec 21, 2018","139.810","139.950","140.000","139.250","-0.05%"
"Dec 20, 2018","139.875","139.875","139.875","139.625","0.00%"
"Dec 19, 2018","139.875","139.825","139.875","139.185","0.02%"
"Dec 18, 2018","139.850","139.850","139.850","138.200","0.00%"
"Dec 17, 2018","139.850","139.850","139.850","139.650","0.50%"
"Dec 15, 2018","139.150","139.150","139.150","139.150","-0.50%"
"Dec 14, 2018","139.850","139.850","139.950","139.210","0.61%"
"Dec 13, 2018","139.000","139.300","139.420","137.800","-0.61%"
"Dec 12, 2018","139.850","139.750","140.000","135.000","0.04%"
"Dec 11, 2018","139.800","139.800","140.050","135.100","0.00%"
"Dec 10, 2018","139.800","139.200","139.900","135.050","0.58%"
"Dec 08, 2018","139.000","139.000","139.000","139.000","-0.55%"
"Dec 07, 2018","139.775","139.675","139.975","138.025","0.04%"
"Dec 06, 2018","139.725","139.475","139.775","137.675","0.09%"
"Dec 05, 2018","139.600","138.600","139.900","137.250","0.36%"
"Dec 04, 2018","139.100","139.200","139.600","137.550","-0.04%"
"Dec 03, 2018","139.150","138.650","139.350","135.700","0.18%"
"Dec 01, 2018","138.900","138.900","138.900","138.900","0.00%"
"Nov 30, 2018","138.900","136.000","143.100","134.420","3.31%"
"Nov 29, 2018","134.450","134.480","134.600","132.920","-0.01%"
"Nov 28, 2018","134.465","134.485","134.615","132.905","-0.01%"
"Nov 27, 2018","134.475","134.425","134.605","132.895","0.02%"
"Nov 26, 2018","134.450","134.400","134.600","132.870","0.02%"
"Nov 24, 2018","134.425","134.425","134.425","134.425","0.00%"
"Nov 23, 2018","134.425","134.425","134.605","132.825","0.00%"
"Nov 22, 2018","134.425","134.425","134.605","132.925","0.00%"
"Nov 21, 2018","134.425","134.425","134.605","133.125","0.00%"
"Nov 20, 2018","134.425","134.425","134.605","133.125","0.00%"
"Nov 19, 2018","134.425","134.455","134.615","133.125","-0.01%"
"Nov 17, 2018","134.440","134.440","134.440","134.440","0.00%"
"Nov 16, 2018","134.440","134.420","134.600","133.110","0.01%"
"Nov 15, 2018","134.430","134.470","134.600","132.890","-0.01%"
"Nov 14, 2018","134.450","134.350","134.600","133.100","0.04%"
"Nov 13, 2018","134.400","134.400","134.600","132.580","0.00%"
"Nov 12, 2018","134.400","133.600","134.600","131.700","0.30%"
"Nov 10, 2018","134.000","134.000","134.000","134.000","0.00%"
"Nov 09, 2018","134.000","133.250","134.900","132.100","0.28%"
"Nov 08, 2018","133.625","133.625","134.775","132.475","0.00%"
"Nov 07, 2018","133.625","133.775","134.605","132.475","-0.06%"
"Nov 06, 2018","133.700","133.600","134.600","132.400","0.04%"
"Nov 05, 2018","133.650","133.710","134.650","132.450","-0.02%"
"Nov 03, 2018","133.680","133.680","133.680","133.680","0.00%"
"Nov 02, 2018","133.680","133.720","134.600","132.220","-0.01%"
"Nov 01, 2018","133.700","133.850","134.190","132.410","-0.06%"
"Oct 31, 2018","133.775","133.575","134.185","131.835","0.07%"
"Oct 30, 2018","133.675","133.775","134.185","132.015","-0.04%"
"Oct 29, 2018","133.725","133.275","134.215","131.235","0.17%"
"Oct 27, 2018","133.500","133.500","133.500","133.500","0.00%"
"Oct 26, 2018","133.500","133.400","134.260","131.460","0.04%"
"Oct 25, 2018","133.450","133.800","134.190","131.510","1.94%"
"Oct 24, 2018","130.910","133.510","133.710","130.770","-1.88%"
"Oct 23, 2018","133.420","134.680","134.780","133.010","-0.06%"
"Oct 22, 2018","133.500","134.410","134.660","132.490","0.77%"
"Oct 20, 2018","132.475","132.475","132.475","132.475","0.00%"
"Oct 19, 2018","132.475","134.335","134.385","132.465","-0.72%"
"Oct 18, 2018","133.440","134.530","134.530","132.390","0.24%"
"Oct 17, 2018","133.115","134.485","134.535","128.205","1.33%"
"Oct 16, 2018","131.370","134.130","134.580","131.290","-1.14%"
"Oct 15, 2018","132.880","132.660","133.810","129.470","-0.09%"
"Oct 13, 2018","133.000","133.000","133.000","133.000","0.00%"
"Oct 12, 2018","133.000","131.810","133.000","130.800","1.44%"
"Oct 11, 2018","131.115","132.605","134.565","127.915","-1.60%"
"Oct 10, 2018","133.250","133.560","134.510","132.050","-0.09%"
"Oct 09, 2018","133.375","124.915","133.815","124.335","8.29%"
"Oct 08, 2018","123.170","123.170","123.170","123.170","-0.47%"
"Oct 06, 2018","123.750","123.750","123.750","123.750","0.00%"
"Oct 05, 2018","123.745","123.295","123.925","123.015","-0.00%"
"Oct 04, 2018","123.750","123.460","124.960","123.140","0.00%"
"Oct 03, 2018","123.750","123.390","124.910","123.230","0.12%"
"Oct 02, 2018","123.600","123.560","123.600","123.560","0.16%"
"Oct 01, 2018","123.400","123.160","124.940","123.160","-0.15%"
"Sep 29, 2018","123.585","123.585","123.585","123.585","0.00%"
"Sep 28, 2018","123.585","124.465","124.465","123.045","-0.13%"
"Sep 27, 2018","123.750","123.190","123.810","122.950","0.00%"
"Sep 26, 2018","123.750","123.190","123.810","122.950","0.45%"
"Sep 25, 2018","123.195","125.025","125.025","123.175","-0.03%"
"Sep 24, 2018","123.235","123.155","124.815","123.035","0.07%"
"Sep 22, 2018","123.145","123.145","123.145","123.145","0.00%"
"Sep 21, 2018","123.145","123.605","124.405","123.145","-0.48%"
"Sep 20, 2018","123.735","123.415","124.375","122.995","-0.02%"
"Sep 19, 2018","123.760","123.490","124.490","123.080","0.02%"
"Sep 18, 2018","123.740","123.590","124.060","123.060","-0.12%"
"Sep 17, 2018","123.890","123.780","124.510","122.190","0.04%"
"Sep 15, 2018","123.845","123.845","123.845","123.845","0.00%"
"Sep 14, 2018","123.845","122.955","124.315","122.955","0.62%"
"Sep 13, 2018","123.085","123.915","124.445","122.325","-0.73%"
"Sep 12, 2018","123.995","122.705","124.165","121.795","1.26%"
"Sep 11, 2018","122.450","123.080","123.130","122.190","-0.45%"
"Sep 10, 2018","123.005","123.895","123.895","122.335","-0.37%"
"Sep 08, 2018","123.460","123.460","123.460","123.460","0.00%"
"Sep 07, 2018","123.460","123.020","124.900","123.020","0.29%"
"Sep 06, 2018","123.105","122.265","123.195","121.765","-0.01%"
"Sep 05, 2018","123.120","123.350","123.350","122.280","-0.32%"
"Sep 04, 2018","123.510","124.880","124.880","122.160","0.32%"
"Sep 03, 2018","123.110","123.070","123.110","123.070","0.10%"
"Sep 01, 2018","122.985","122.985","122.985","122.985","0.00%"
"Aug 31, 2018","122.985","122.985","123.225","122.985","-0.05%"
"Aug 30, 2018","123.050","123.010","123.240","123.000","0.02%"
"Aug 29, 2018","123.020","125.070","125.070","122.350","-0.03%"
"Aug 28, 2018","123.060","124.590","124.590","122.270","-0.01%"
"Aug 27, 2018","123.070","122.860","123.190","122.860","0.55%"
"Aug 25, 2018","122.400","122.400","122.400","122.400","0.00%"
"Aug 24, 2018","122.400","123.360","123.360","122.400","-1.25%"
"Aug 23, 2018","123.945","122.195","124.565","122.105","1.24%"
"Aug 22, 2018","122.425","124.725","124.725","122.425","-0.02%"
"Aug 21, 2018","122.455","122.455","122.455","122.455","0.00%"
"Aug 20, 2018","122.455","124.455","124.455","122.295","-1.01%"
"Aug 18, 2018","123.710","123.710","123.710","123.710","0.00%"
"Aug 17, 2018","123.710","124.260","124.410","122.100","0.33%"
"Aug 16, 2018","123.300","123.500","123.500","121.750","-0.32%"
"Aug 15, 2018","123.700","123.710","124.490","122.540","-0.11%"
"Aug 14, 2018","123.835","122.915","124.515","122.795","0.75%"
"Aug 13, 2018","122.915","124.725","124.725","122.675","-0.84%"
"Aug 11, 2018","123.950","123.950","123.950","123.950","0.00%"
"Aug 10, 2018","123.950","124.560","124.590","122.710","-0.08%"
"Aug 09, 2018","124.050","124.860","124.860","123.010","0.01%"
"Aug 08, 2018","124.040","123.690","124.630","123.280","-0.05%"
"Aug 07, 2018","124.100","124.200","124.550","122.550","0.90%"
"Aug 06, 2018","122.995","124.845","125.045","122.325","-0.79%"
"Aug 04, 2018","123.980","123.980","123.980","123.980","0.00%"
"Aug 03, 2018","123.980","124.410","124.660","122.190","0.86%"
"Aug 02, 2018","122.925","122.895","124.615","122.895","-0.55%"
"Aug 01, 2018","123.600","124.410","125.190","122.910","-0.37%"
"Jul 31, 2018","124.060","122.300","124.630","122.300","2.01%"
"Jul 30, 2018","121.615","128.715","129.065","120.255","-5.27%"
"Jul 28, 2018","128.375","128.375","128.375","128.375","0.00%"
"Jul 27, 2018","128.375","128.625","128.815","127.115","-0.48%"
"Jul 26, 2018","129.000","129.280","129.850","127.790","-0.11%"
"Jul 25, 2018","129.140","129.140","129.350","127.850","0.00%"
"Jul 24, 2018","129.140","129.260","129.540","127.850","-0.05%"
"Jul 23, 2018","129.200","129.200","129.530","128.060","0.00%"
"Jul 21, 2018","129.200","129.200","129.200","129.200","0.00%"
"Jul 20, 2018","129.200","128.900","129.200","128.460","0.12%"
"Jul 19, 2018","129.050","129.050","129.190","128.640","0.47%"
"Jul 18, 2018","128.450","127.820","128.550","126.640","0.47%"
"Jul 17, 2018","127.850","126.540","128.050","126.540","2.28%"
"Jul 16, 2018","125.000","122.500","125.190","122.500","2.67%"
"Jul 14, 2018","121.750","121.750","121.750","121.750","0.00%"
"Jul 13, 2018","121.750","122.320","122.320","121.100","-0.00%"
"Jul 12, 2018","121.755","121.725","121.765","120.435","0.01%"
"Jul 11, 2018","121.740","121.730","121.740","120.550","0.00%"
"Jul 10, 2018","121.735","121.735","121.785","121.055","0.00%"
"Jul 09, 2018","121.735","121.715","121.735","120.505","0.01%"
"Jul 07, 2018","121.725","121.725","121.725","121.725","0.00%"
"Jul 06, 2018","121.725","121.725","121.725","120.415","0.00%"
"Jul 05, 2018","121.725","121.725","121.725","121.115","0.00%"
"Jul 04, 2018","121.725","121.725","121.725","121.725","0.00%"
"Jul 03, 2018","121.725","121.705","121.855","120.515","0.01%"
"Jul 02, 2018","121.715","121.755","121.755","120.525","-0.02%"
"Jun 30, 2018","121.735","121.735","121.735","121.735","0.00%"
"Jun 29, 2018","121.735","121.735","121.735","120.505","0.00%"
"Jun 28, 2018","121.735","121.725","121.735","120.505","0.00%"
"Jun 27, 2018","121.730","121.620","121.730","120.460","0.05%"
"Jun 26, 2018","121.675","121.675","121.725","120.365","0.00%"
"Jun 25, 2018","121.675","121.625","121.675","120.365","0.02%"
"Jun 23, 2018","121.650","121.650","121.650","121.650","0.00%"
"Jun 22, 2018","121.650","121.650","121.650","120.390","0.00%"
"Jun 21, 2018","121.650","121.350","121.650","120.390","0.12%"
"Jun 20, 2018","121.500","121.100","121.900","120.540","0.16%"
"Jun 19, 2018","121.300","121.300","122.300","120.240","1.63%"
"Jun 18, 2018","119.350","119.350","119.350","119.350","-0.45%"
"Jun 16, 2018","119.890","119.890","119.890","119.890","0.00%"
"Jun 15, 2018","119.890","119.380","119.890","119.210","0.26%"
"Jun 14, 2018","119.585","120.375","120.375","119.585","1.13%"
"Jun 13, 2018","118.245","119.945","119.945","118.245","-0.69%"
"Jun 12, 2018","119.065","119.315","119.315","117.855","1.13%"
"Jun 11, 2018","117.735","116.355","117.975","115.165","1.69%"
"Jun 09, 2018","115.780","115.780","115.780","115.780","0.00%"
"Jun 08, 2018","115.780","115.780","115.780","114.590","0.00%"
"Jun 07, 2018","115.780","115.780","115.780","114.590","0.00%"
"Jun 06, 2018","115.780","115.780","115.780","114.590","0.00%"
"Jun 05, 2018","115.780","115.780","115.780","114.590","0.00%"
"Jun 04, 2018","115.780","115.790","115.790","114.590","-0.00%"
"Jun 02, 2018","115.785","115.785","115.785","115.785","0.00%"
"Jun 01, 2018","115.785","115.765","115.785","114.585","0.01%"
"May 31, 2018","115.775","115.775","115.775","114.595","0.14%"
"May 30, 2018","115.610","115.750","115.750","114.570","-0.14%"
"May 29, 2018","115.775","115.775","115.775","114.595","0.00%"
"May 28, 2018","115.775","115.775","115.775","114.595","0.15%"
"May 26, 2018","115.600","115.600","115.600","115.600","-0.15%"
"May 25, 2018","115.775","115.775","115.775","114.595","0.00%"
"May 24, 2018","115.775","115.775","115.775","114.595","0.00%"
"May 23, 2018","115.775","115.775","115.775","114.595","0.19%"
"May 22, 2018","115.550","116.360","116.360","115.180","-0.19%"
"May 21, 2018","115.775","115.785","115.785","114.595","-0.00%"
"May 19, 2018","115.780","115.780","115.780","115.780","0.00%"
"May 18, 2018","115.780","115.780","115.780","114.590","0.00%"
"May 17, 2018","115.780","115.780","115.780","114.590","0.00%"
"May 16, 2018","115.780","115.770","115.780","114.590","0.00%"
"May 15, 2018","115.775","115.775","115.775","114.595","-0.46%"
"May 14, 2018","116.305","116.345","116.345","115.155","0.65%"
"May 12, 2018","115.550","115.550","115.550","115.550","-0.20%"
"May 11, 2018","115.780","115.780","115.780","114.590","0.00%"
"May 10, 2018","115.780","115.770","115.780","114.590","0.00%"
"May 09, 2018","115.775","115.775","115.775","114.585","0.00%"
"May 08, 2018","115.775","115.775","115.775","114.585","0.00%"
"May 07, 2018","115.775","115.775","115.775","114.585","0.00%"
"May 05, 2018","115.775","115.775","115.775","115.775","0.00%"
"May 04, 2018","115.775","115.775","115.775","114.585","0.00%"
"May 03, 2018","115.775","115.785","115.785","114.415","-0.00%"
"May 02, 2018","115.780","115.760","115.780","114.580","0.01%"
"May 01, 2018","115.770","115.770","115.770","114.590","0.00%"
"Apr 30, 2018","115.770","115.780","115.780","114.590","-0.00%"
"Apr 28, 2018","115.775","115.775","115.775","115.775","0.00%"
"Apr 27, 2018","115.775","115.775","115.775","114.585","0.00%"
"Apr 26, 2018","115.775","115.775","115.775","114.585","0.00%"
"Apr 25, 2018","115.775","116.355","116.365","115.175","0.00%"
"Apr 24, 2018","115.770","115.770","115.770","114.590","0.00%"
"Apr 23, 2018","115.770","115.780","115.800","114.590","-0.00%"
"Apr 21, 2018","115.775","115.775","115.775","115.775","0.00%"
"Apr 20, 2018","115.775","115.785","115.785","114.585","-0.00%"
"Apr 19, 2018","115.780","115.780","115.780","114.580","0.00%"
"Apr 18, 2018","115.780","115.770","115.780","114.580","0.00%"
"Apr 17, 2018","115.775","115.775","115.775","114.585","0.00%"
"Apr 16, 2018","115.775","115.775","115.775","114.585","0.00%"
"Apr 14, 2018","115.775","115.775","115.775","115.775","0.00%"
"Apr 13, 2018","115.775","115.765","115.775","114.965","0.00%"
"Apr 12, 2018","115.770","115.750","115.770","115.040","0.01%"
"Apr 11, 2018","115.760","115.800","115.800","115.570","-0.02%"
"Apr 10, 2018","115.780","115.740","115.780","115.660","0.02%"
"Apr 09, 2018","115.760","115.800","115.800","114.530","-0.02%"
"Apr 07, 2018","115.780","115.780","115.780","115.780","0.00%"
"Apr 06, 2018","115.780","115.780","115.780","115.620","0.00%"
"Apr 05, 2018","115.780","115.670","115.780","114.620","0.05%"
"Apr 04, 2018","115.725","115.725","115.725","114.675","0.00%"
"Apr 03, 2018","115.725","115.725","115.725","115.615","0.00%"
"Apr 02, 2018","115.725","115.695","115.725","114.465","0.01%"
"Apr 01, 2018","115.710","115.710","115.710","115.710","0.00%"
"Mar 31, 2018","115.710","115.710","115.710","115.710","0.00%"
"Mar 30, 2018","115.710","115.690","115.710","115.600","0.01%"
"Mar 29, 2018","115.700","115.700","115.700","115.590","0.00%"
"Mar 28, 2018","115.700","115.750","115.750","115.500","-0.02%"
"Mar 27, 2018","115.725","115.585","115.775","115.375","0.11%"
"Mar 26, 2018","115.600","115.600","115.700","114.280","0.00%"
"Mar 25, 2018","115.600","115.600","115.600","115.600","0.00%"
"Mar 24, 2018","115.600","115.600","115.600","115.600","0.00%"
"Mar 23, 2018","115.600","115.190","115.860","115.190","0.00%"
"Mar 22, 2018","115.600","114.700","115.980","114.700","0.39%"
"Mar 21, 2018","115.150","114.850","115.870","114.850","0.13%"
"Mar 20, 2018","115.000","111.530","115.100","111.530","3.82%"
"Mar 19, 2018","110.765","110.755","110.765","109.915","0.00%"
"Mar 18, 2018","110.760","110.760","110.760","110.760","0.00%"
"Mar 17, 2018","110.760","110.760","110.760","110.760","0.00%"
"Mar 16, 2018","110.760","110.760","110.760","110.540","0.00%"
"Mar 15, 2018","110.760","110.760","110.760","110.540","0.00%"
"Mar 14, 2018","110.760","110.760","110.760","110.650","0.00%"
"Mar 13, 2018","110.760","110.710","110.760","110.540","0.00%"
"Mar 12, 2018","110.760","110.760","110.760","109.870","0.13%"
"Mar 11, 2018","110.620","110.620","110.620","110.620","0.00%"
"Mar 10, 2018","110.620","110.620","110.620","110.620","-0.13%"
"Mar 09, 2018","110.760","110.770","110.770","109.870","-0.00%"
"Mar 08, 2018","110.765","110.755","110.765","109.915","0.00%"
"Mar 07, 2018","110.760","110.740","110.760","109.870","0.01%"
"Mar 06, 2018","110.750","110.750","110.770","109.880","0.00%"
"Mar 05, 2018","110.750","110.770","110.770","109.930","0.16%"
"Mar 04, 2018","110.570","110.570","110.570","110.570","0.00%"
"Mar 03, 2018","110.570","110.570","110.570","110.570","0.00%"
"Mar 02, 2018","110.570","110.620","110.620","110.510","-0.17%"
"Mar 01, 2018","110.760","110.770","110.770","110.640","-0.00%"
"Feb 28, 2018","110.765","110.765","110.765","110.705","0.00%"
"Feb 27, 2018","110.765","110.655","110.765","110.655","0.10%"
"Feb 26, 2018","110.650","111.330","111.340","110.480","0.09%"
"Feb 25, 2018","110.550","110.550","110.550","110.550","0.00%"
"Feb 24, 2018","110.550","110.550","110.550","110.550","0.00%"
"Feb 23, 2018","110.550","110.620","110.620","110.500","-0.19%"
"Feb 22, 2018","110.760","110.190","110.760","109.700","0.00%"
"Feb 21, 2018","110.760","110.710","110.760","110.640","0.01%"
"Feb 20, 2018","110.750","110.750","110.760","110.640","0.00%"
"Feb 19, 2018","110.750","110.760","110.760","109.910","0.18%"
"Feb 18, 2018","110.550","110.550","110.550","110.550","0.00%"
"Feb 17, 2018","110.550","110.550","110.550","110.550","-0.19%"
"Feb 16, 2018","110.755","110.755","110.755","110.695","0.00%"
"Feb 15, 2018","110.755","110.755","110.755","110.185","0.00%"
"Feb 14, 2018","110.755","110.755","110.755","110.645","0.00%"
"Feb 13, 2018","110.755","110.765","110.765","110.645","0.13%"
"Feb 12, 2018","110.610","111.330","111.330","110.480","0.19%"
"Feb 11, 2018","110.400","110.400","110.400","110.400","0.00%"
"Feb 10, 2018","110.400","110.400","110.400","110.400","-0.26%"
"Feb 09, 2018","110.690","110.840","110.860","110.690","-0.06%"
"Feb 08, 2018","110.760","110.760","110.760","110.690","0.00%"
"Feb 07, 2018","110.760","110.590","110.760","110.590","0.04%"
"Feb 06, 2018","110.715","110.825","110.825","110.715","-0.04%"
"Feb 05, 2018","110.760","110.760","110.760","109.910","0.17%"
"Feb 04, 2018","110.570","110.570","110.570","110.570","0.00%"
"Feb 03, 2018","110.570","110.570","110.570","110.570","0.02%"
"Feb 02, 2018","110.550","110.500","110.620","110.500","-0.19%"
"Feb 01, 2018","110.755","110.765","110.765","110.625","-0.00%"
"Jan 31, 2018","110.760","110.760","110.760","110.620","0.00%"
"Jan 30, 2018","110.760","110.760","110.760","110.620","0.00%"
"Jan 29, 2018","110.760","110.750","110.760","109.880","0.19%"
"Jan 28, 2018","110.550","110.550","110.550","110.550","0.00%"
"Jan 27, 2018","110.550","110.550","110.550","110.550","-0.19%"
"Jan 26, 2018","110.755","110.755","110.755","110.705","0.00%"
"Jan 25, 2018","110.755","110.755","110.755","110.645","0.19%"
"Jan 24, 2018","110.550","110.610","110.610","110.500","-0.19%"
"Jan 23, 2018","110.760","110.780","110.780","109.900","0.00%"
"Jan 22, 2018","110.755","110.755","110.755","109.885","-0.18%"
"Jan 21, 2018","110.955","110.955","110.955","110.955","0.00%"
"Jan 20, 2018","110.955","110.955","110.955","110.955","0.00%"
"Jan 19, 2018","110.955","111.075","111.075","109.745","0.18%"
"Jan 18, 2018","110.760","110.740","110.760","110.620","-0.34%"
"Jan 17, 2018","111.140","111.260","111.260","110.640","0.19%"
"Jan 16, 2018","110.925","111.325","111.415","110.655","0.15%"
"Jan 15, 2018","110.755","110.755","110.755","109.895","0.19%"
"Jan 14, 2018","110.550","110.550","110.550","110.550","0.00%"
"Jan 13, 2018","110.550","110.550","110.550","110.550","-0.19%"
"Jan 12, 2018","110.755","110.745","110.755","110.645","0.00%"
"Jan 11, 2018","110.750","110.750","110.750","109.440","-0.23%"
"Jan 10, 2018","111.000","111.310","111.310","110.550","0.23%"
"Jan 09, 2018","110.750","110.750","110.750","109.690","0.00%"
"Jan 08, 2018","110.750","111.310","111.310","109.900","0.18%"
"Jan 07, 2018","110.550","110.550","110.550","110.550","0.00%"
"Jan 06, 2018","110.550","110.550","110.550","110.550","-0.18%"
"Jan 05, 2018","110.750","110.720","110.750","110.070","0.01%"
"Jan 04, 2018","110.735","110.735","110.735","110.085","0.00%"
